unityFrame,realtimeSeconds,sourceHostTicks,sentisArrivalHostTicks,ortObservedHostTicks,rowMode,selectedRowMode,workerQueueMs,ortInferenceMs,bridgeToDoneMs,sourceToOrtObservedMs,sourceToSentisArrivalMs,ortMinusSentisObservedMs,landmarkMaeRaw,landmarkMaeNormalized,landmarkMaxAbsRaw,sentisPresenceLogit,ortPresenceLogit,presenceLogitAbsDiff,sentisPresence,ortPresence,presenceAbsDiff,nativeCompleted,nativeFailures,nativeSkipped,nativeReadyReplacements
1157,36.826167401133787,377097920,378280758,377703980,1,1,0.0327,31.1036,31.1693,60.606,118.2838,0,1.28402562E-05,6.687633E-08,0.000106811523,-2.37514019,-2.37514162,1.43051147E-06,0.08508813,0.08508802,1.04308128E-07,1023,0,0,0
1158,36.848670701133784,377581322,378505406,377992291,1,1,0.0147,22.8079,22.8416,41.0969,92.4084,0,1.318367E-05,6.86649457E-08,9.15527344E-05,-2.58733273,-2.58733416,1.43051147E-06,0.06995813,0.06995804,8.940697E-08,1023,0,0,0
1159,36.874344201133788,377903390,378762424,378276918,1,1,0.0121,26.4384,26.4626,37.3528,85.9034,0,1.47179617E-05,7.665605E-08,0.000106811523,-1.010511,-1.01051235,1.31130219E-06,0.266879857,0.2668796,2.682209E-07,1024,0,0,0
1160,36.902589401133788,378065613,379044681,378500589,1,1,0.0136,20.6449,20.6729,43.4976,97.9068,0,1.7106433E-05,8.90960052E-08,0.000106811523,-5.725479,-5.72547865,4.76837158E-07,0.00325118541,0.0032511868,1.39698386E-09,1024,0,0,0
1161,36.929248601133786,378369619,379311502,379036266,1,1,0.025,31.6942,31.7391,66.6647,94.1883,0,1.37630032E-05,7.168231E-08,9.15527344E-05,-7.09560966,-7.09561157,1.90734863E-06,0.000828049146,0.0008280476,1.57160684E-09,1025,0,0,0
1164,37.011006601133786,379034375,380129090,379573720,1,1,0.0218,25.0477,25.0884,53.9345,109.4715,0,1.42720855E-05,7.433378E-08,0.000106811523,-1.13239133,-1.13239408,2.74181366E-06,0.243720055,0.243719563,4.917383E-07,1027,0,0,0
1165,37.039948701133788,379505319,380418028,380125741,1,1,0.0203,49.5093,49.5451,62.0422,91.2709,0,1.58440162E-05,8.252092E-08,0.000106811523,-4.49630737,-4.49631166,4.29153442E-06,0.0110271405,0.011027094,4.656613E-08,1027,0,0,0
1167,37.096435701133785,379987982,380982962,380410574,1,1,0.0206,25.2453,25.2817,42.2592,99.498,0,1.30060407E-05,6.77398E-08,0.000106811523,-3.57405424,-3.574047,7.15255737E-06,0.0272770338,0.0272772219,1.8812716E-07,1030,0,0,0
1169,37.150582401133789,380620814,381524508,380979760,1,1,0.0163,24.2636,24.2919,35.8946,90.3694,0,1.34216689E-05,6.990452E-08,9.918213E-05,-4.08418655,-4.08419037,3.81469727E-06,0.0165580437,0.0165579841,5.96046448E-08,1031,0,0,0
1170,37.175959701133785,380930910,381778983,381201882,1,1,0.0133,20.7511,20.7798,27.0972,84.8073,0,1.27938274E-05,6.663452E-08,9.918213E-05,-7.57652569,-7.57652664,9.536743E-07,0.000512075843,0.0005120753,5.23868948E-10,1032,0,0,0
1172,37.231801801133784,381427441,382337302,381776481,1,1,0.0172,24.4932,24.5239,34.904,90.9861,0,1.37218067E-05,7.14677455E-08,9.15527344E-05,-1.83528578,-1.83528209,3.695488E-06,0.1376098,0.137610227,4.32133675E-07,1034,0,0,0
1173,37.263573401133783,381577295,382654801,382080011,1,1,0.0129,27.3756,27.3989,50.2716,107.7506,0,1.40477568E-05,7.31654E-08,7.62939453E-05,-1.63651621,-1.63651574,4.76837158E-07,0.162939668,0.162939727,5.96046448E-08,1035,0,0,0
1174,37.288034401133785,382054266,382899489,382335013,1,1,0.0105,24.2913,24.3124,28.0747,84.5223,0,1.31978531E-05,6.873882E-08,0.000114440918,-1.74298191,-1.7429812,7.15255737E-07,0.148934573,0.148934662,8.940697E-08,1035,0,0,0
