"frameIndex","bestEffortTimestampSeconds","packetDurationSeconds","keyFrame","pictureType"
"200","6.7",,"0","P"
"201","6.733333",,"0","P"
"202","6.766667",,"0","P"
"203","6.8",,"0","P"
"204","6.833333",,"0","P"
"205","6.866667",,"0","P"
"206","6.9",,"0","P"
"207","6.933333",,"0","P"
"208","6.966667",,"0","P"
"209","7",,"0","P"
"210","7.033333",,"0","P"
"211","7.066667",,"0","P"
"212","7.1",,"0","P"
"213","7.133333",,"0","P"
"214","7.166667",,"0","P"
"215","7.2",,"0","P"
"216","7.233333",,"0","P"
"217","7.266667",,"0","P"
"218","7.3",,"0","P"
"219","7.333333",,"0","P"
"220","7.366667",,"0","P"
"221","7.4",,"0","P"
"222","7.433333",,"0","P"
"223","7.466667",,"0","P"
"224","7.5",,"0","P"
"225","7.533333",,"0","P"
"226","7.566667",,"0","P"
"227","7.6",,"0","P"
"228","7.633333",,"0","P"
"229","7.666667",,"0","P"
"230","7.7",,"0","P"
"231","7.733333",,"0","P"
"232","7.766667",,"0","P"
"233","7.8",,"0","P"
"234","7.833333",,"0","P"
"235","7.866667",,"0","P"
"236","7.9",,"0","P"
"237","7.933333",,"0","P"
"238","7.966667",,"0","P"
"239","8",,"0","P"
"240","8.033333",,"0","P"
"241","8.066667",,"0","P"
"242","8.1",,"0","P"
"243","8.166667",,"0","P"
"244","8.2",,"0","P"
"245","8.233333",,"0","P"
"246","8.266667",,"0","P"
"247","8.3",,"0","P"
"248","8.333333",,"0","P"
"249","8.366667",,"0","P"
"250","8.4",,"1","I"
"251","8.433333",,"0","P"
"252","8.466667",,"0","P"
"253","8.5",,"0","P"
"254","8.533333",,"0","P"
"255","8.566667",,"0","P"
"256","8.6",,"0","P"
"257","8.666667",,"0","P"
"258","8.7",,"0","P"
"259","8.733333",,"0","P"
"260","8.766667",,"0","P"
"261","8.8",,"0","P"
"262","8.833333",,"0","P"
"263","8.866667",,"0","P"
"264","8.9",,"0","P"
"265","8.933333",,"0","P"
"266","8.966667",,"0","P"
"267","9",,"0","P"
"268","9.033333",,"0","P"
"269","9.066667",,"0","P"
"270","9.1",,"0","P"
"271","9.133333",,"0","P"
"272","9.166667",,"0","P"
"273","9.2",,"0","P"
"274","9.233333",,"0","P"
"275","9.266667",,"0","P"
"276","9.3",,"0","P"
"277","9.333333",,"0","P"
"278","9.366667",,"0","P"
"279","9.4",,"0","P"
"280","9.433333",,"0","P"
"281","9.466667",,"0","P"
"282","9.5",,"0","P"
"283","9.533333",,"0","P"
"284","9.566667",,"0","P"
"285","9.6",,"0","P"
"286","9.633333",,"0","P"
"287","9.666667",,"0","P"
"288","9.7",,"0","P"
"289","9.733333",,"0","P"
"290","9.766667",,"0","P"
"291","9.8",,"0","P"
"292","9.833333",,"0","P"
"293","9.866667",,"0","P"
"294","9.9",,"0","P"
"295","9.933333",,"0","P"
"296","9.966667",,"0","P"
"297","10",,"0","P"
"298","10.033333",,"0","P"
"299","10.066667",,"0","P"
"300","10.1",,"0","P"
"301","10.133333",,"0","P"
"302","10.166667",,"0","P"
"303","10.2",,"0","P"
"304","10.233333",,"0","P"
"305","10.266667",,"0","P"
"306","10.3",,"0","P"
"307","10.333333",,"0","P"
"308","10.366667",,"0","P"
"309","10.4",,"0","P"
"310","10.433333",,"0","P"
"311","10.466667",,"0","P"
"312","10.5",,"0","P"
"313","10.533333",,"0","P"
"314","10.566667",,"0","P"
"315","10.6",,"0","P"
"316","10.633333",,"0","P"
"317","10.666667",,"0","P"
"318","10.7",,"0","P"
"319","10.733333",,"0","P"
"320","10.766667",,"0","P"
"321","10.8",,"0","P"
"322","10.833333",,"0","P"
"323","10.866667",,"0","P"
"324","10.9",,"0","P"
"325","10.933333",,"0","P"
"326","10.966667",,"0","P"
"327","11",,"0","P"
"328","11.033333",,"0","P"
"329","11.066667",,"0","P"
"330","11.1",,"0","P"
"331","11.133333",,"0","P"
"332","11.166667",,"0","P"
"333","11.2",,"0","P"
"334","11.233333",,"0","P"
"335","11.266667",,"0","P"
"336","11.3",,"0","P"
"337","11.333333",,"0","P"
"338","11.366667",,"0","P"
"339","11.4",,"0","P"
"340","11.433333",,"0","P"
"341","11.466667",,"0","P"
"342","11.5",,"0","P"
"343","11.533333",,"0","P"
"344","11.566667",,"0","P"
"345","11.6",,"0","P"
"346","11.633333",,"0","P"
"347","11.666667",,"0","P"
"348","11.7",,"0","P"
"349","11.733333",,"0","P"
"350","11.766667",,"0","P"
"351","11.8",,"0","P"
"352","11.833333",,"0","P"
"353","11.866667",,"0","P"
"354","11.9",,"0","P"
"355","11.933333",,"0","P"
"356","11.966667",,"0","P"
"357","12",,"0","P"
"358","12.033333",,"0","P"
"359","12.066667",,"0","P"
"360","12.133333",,"0","P"
"361","12.166667",,"0","P"
"362","12.2",,"0","P"
"363","12.233333",,"0","P"
"364","12.266667",,"0","P"
"365","12.3",,"0","P"
"366","12.333333",,"0","P"
"367","12.366667",,"0","P"
"368","12.4",,"0","P"
"369","12.433333",,"0","P"
"370","12.466667",,"0","P"
"371","12.5",,"0","P"
"372","12.533333",,"0","P"
"373","12.566667",,"0","P"
"374","12.6",,"0","P"
"375","12.633333",,"0","P"
"376","12.666667",,"0","P"
"377","12.7",,"0","P"
"378","12.733333",,"0","P"
"379","12.766667",,"0","P"
"380","12.8",,"0","P"
"381","12.833333",,"0","P"
"382","12.866667",,"0","P"
"383","12.9",,"0","P"
"384","12.933333",,"0","P"
"385","12.966667",,"0","P"
"386","13",,"0","P"
"387","13.033333",,"0","P"
"388","13.066667",,"0","P"
"389","13.1",,"0","P"
"390","13.133333",,"0","P"
"391","13.166667",,"0","P"
"392","13.2",,"0","P"
"393","13.233333",,"0","P"
"394","13.266667",,"0","P"
"395","13.3",,"0","P"
"396","13.333333",,"0","P"
"397","13.366667",,"0","P"
"398","13.4",,"0","P"
"399","13.433333",,"0","P"
"400","13.466667",,"0","P"
"401","13.5",,"0","P"
"402","13.533333",,"0","P"
"403","13.566667",,"0","P"
"404","13.6",,"0","P"
"405","13.633333",,"0","P"
"406","13.666667",,"0","P"
"407","13.7",,"0","P"
"408","13.733333",,"0","P"
"409","13.766667",,"0","P"
"410","13.8",,"0","P"
"411","13.833333",,"0","P"
"412","13.866667",,"0","P"
"413","13.9",,"0","P"
"414","13.933333",,"0","P"
"415","13.966667",,"0","P"
"416","14",,"0","P"
"417","14.033333",,"0","P"
"418","14.066667",,"0","P"
"419","14.1",,"0","P"
"420","14.133333",,"0","P"
"421","14.166667",,"0","P"
"422","14.2",,"0","P"
"423","14.233333",,"0","P"
"424","14.266667",,"0","P"
"425","14.3",,"0","P"
"426","14.333333",,"0","P"
"427","14.366667",,"0","P"
"428","14.4",,"0","P"
"429","14.433333",,"0","P"
"430","14.466667",,"0","P"
"431","14.5",,"0","P"
"432","14.533333",,"0","P"
"433","14.566667",,"0","P"
"434","14.6",,"0","P"
"435","14.633333",,"0","P"
"436","14.666667",,"0","P"
"437","14.7",,"0","P"
"438","14.733333",,"0","P"
"439","14.766667",,"0","P"
"440","14.8",,"0","P"
"441","14.833333",,"0","P"
"442","14.9",,"0","P"
"443","14.933333",,"0","P"
"444","14.966667",,"0","P"
"445","15",,"0","P"
"446","15.033333",,"0","P"
"447","15.066667",,"0","P"
"448","15.133333",,"0","P"
"449","15.166667",,"0","P"
"450","15.2",,"0","P"
"451","15.233333",,"0","P"
"452","15.266667",,"0","P"
"453","15.3",,"0","P"
"454","15.333333",,"0","P"
"455","15.366667",,"0","P"
"456","15.4",,"0","P"
"457","15.433333",,"0","P"
"458","15.466667",,"0","P"
"459","15.5",,"0","P"
"460","15.533333",,"0","P"
"461","15.566667",,"0","P"
"462","15.6",,"0","P"
"463","15.633333",,"0","P"
"464","15.666667",,"0","P"
"465","15.7",,"0","P"
"466","15.733333",,"0","P"
"467","15.766667",,"0","P"
"468","15.8",,"0","P"
"469","15.833333",,"0","P"
"470","15.866667",,"0","P"
"471","15.9",,"0","P"
"472","15.933333",,"0","P"
"473","15.966667",,"0","P"
"474","16",,"0","P"
"475","16.033333",,"0","P"
"476","16.066667",,"0","P"
"477","16.1",,"0","P"
"478","16.133333",,"0","P"
"479","16.166667",,"0","P"
"480","16.2",,"0","P"
"481","16.233333",,"0","P"
"482","16.266667",,"0","P"
"483","16.3",,"0","P"
"484","16.333333",,"0","P"
"485","16.366667",,"0","P"
"486","16.4",,"0","P"
"487","16.433333",,"0","P"
"488","16.466667",,"0","P"
"489","16.5",,"0","P"
"490","16.533333",,"0","P"
"491","16.566667",,"0","P"
"492","16.6",,"0","P"
"493","16.633333",,"0","P"
"494","16.666667",,"0","P"
"495","16.7",,"0","P"
"496","16.733333",,"0","P"
"497","16.766667",,"0","P"
"498","16.8",,"0","P"
"499","16.833333",,"0","P"
"500","16.866667",,"1","I"
"501","16.9",,"0","P"
"502","16.933333",,"0","P"
"503","16.966667",,"0","P"
"504","17",,"0","P"
"505","17.033333",,"0","P"
"506","17.066667",,"0","P"
"507","17.1",,"0","P"
"508","17.133333",,"0","P"
"509","17.166667",,"0","P"
"510","17.2",,"0","P"
"511","17.233333",,"0","P"
"512","17.266667",,"0","P"
"513","17.3",,"0","P"
"514","17.333333",,"0","P"
"515","17.366667",,"0","P"
"516","17.4",,"0","P"
"517","17.433333",,"0","P"
"518","17.466667",,"0","P"
"519","17.5",,"0","P"
"520","17.533333",,"0","P"
"521","17.566667",,"0","P"
"522","17.6",,"0","P"
"523","17.633333",,"0","P"
"524","17.666667",,"0","P"
"525","17.7",,"0","P"
"526","17.733333",,"0","P"
"527","17.766667",,"0","P"
"528","17.8",,"0","P"
"529","17.833333",,"0","P"
"530","17.866667",,"0","P"
"531","17.9",,"0","P"
"532","17.933333",,"0","P"
"533","17.966667",,"0","P"
"534","18",,"0","P"
"535","18.033333",,"0","P"
"536","18.066667",,"0","P"
"537","18.1",,"0","P"
"538","18.133333",,"0","P"
"539","18.166667",,"0","P"
"540","18.2",,"0","P"
"541","18.233333",,"0","P"
"542","18.266667",,"0","P"
"543","18.3",,"0","P"
"544","18.333333",,"0","P"
"545","18.366667",,"0","P"
"546","18.4",,"0","P"
"547","18.433333",,"0","P"
"548","18.466667",,"0","P"
"549","18.5",,"0","P"
"550","18.533333",,"0","P"
"551","18.566667",,"0","P"
"552","18.6",,"0","P"
"553","18.633333",,"0","P"
"554","18.666667",,"0","P"
"555","18.7",,"0","P"
"556","18.733333",,"0","P"
"557","18.766667",,"0","P"
"558","18.8",,"0","P"
"559","18.833333",,"0","P"
"560","18.866667",,"0","P"
"561","18.9",,"0","P"
"562","18.933333",,"0","P"
"563","18.966667",,"0","P"
"564","19",,"0","P"
"565","19.033333",,"0","P"
"566","19.066667",,"0","P"
"567","19.1",,"0","P"
"568","19.133333",,"0","P"
"569","19.166667",,"0","P"
"570","19.2",,"0","P"
"571","19.233333",,"0","P"
"572","19.266667",,"0","P"
"573","19.3",,"0","P"
"574","19.333333",,"0","P"
"575","19.366667",,"0","P"
"576","19.4",,"0","P"
"577","19.433333",,"0","P"
"578","19.466667",,"0","P"
"579","19.5",,"0","P"
"580","19.533333",,"0","P"
"581","19.566667",,"0","P"
"582","19.6",,"0","P"
"583","19.633333",,"0","P"
"584","19.666667",,"0","P"
"585","19.7",,"0","P"
"586","19.733333",,"0","P"
"587","19.766667",,"0","P"
"588","19.8",,"0","P"
"589","19.833333",,"0","P"
"590","19.866667",,"0","P"
"591","19.9",,"0","P"
"592","19.933333",,"0","P"
"593","19.966667",,"0","P"
"594","20",,"0","P"
"595","20.033333",,"0","P"
"596","20.066667",,"0","P"
"597","20.1",,"0","P"
"598","20.133333",,"0","P"
"599","20.166667",,"0","P"
"600","20.2",,"0","P"
"601","20.233333",,"0","P"
"602","20.266667",,"0","P"
"603","20.3",,"0","P"
"604","20.333333",,"0","P"
"605","20.366667",,"0","P"
"606","20.4",,"0","P"
"607","20.433333",,"0","P"
"608","20.466667",,"0","P"
"609","20.5",,"0","P"
"610","20.533333",,"0","P"
"611","20.566667",,"0","P"
"612","20.6",,"0","P"
"613","20.633333",,"0","P"
"614","20.666667",,"0","P"
"615","20.7",,"0","P"
"616","20.733333",,"0","P"
"617","20.766667",,"0","P"
"618","20.8",,"0","P"
"619","20.833333",,"0","P"
"620","20.866667",,"0","P"
"621","20.9",,"0","P"
"622","20.933333",,"0","P"
"623","20.966667",,"0","P"
"624","21",,"0","P"
"625","21.033333",,"0","P"
"626","21.066667",,"0","P"
"627","21.1",,"0","P"
"628","21.133333",,"0","P"
"629","21.166667",,"0","P"
"630","21.2",,"0","P"
"631","21.233333",,"0","P"
"632","21.266667",,"0","P"
"633","21.3",,"0","P"
"634","21.333333",,"0","P"
"635","21.366667",,"0","P"
"636","21.4",,"0","P"
"637","21.433333",,"0","P"
"638","21.466667",,"0","P"
"639","21.5",,"0","P"
"640","21.533333",,"0","P"
"641","21.566667",,"0","P"
"642","21.6",,"0","P"
"643","21.633333",,"0","P"
"644","21.666667",,"0","P"
"645","21.7",,"0","P"
"646","21.733333",,"0","P"
"647","21.766667",,"0","P"
"648","21.8",,"0","P"
"649","21.833333",,"0","P"
"650","21.866667",,"0","P"
"651","21.9",,"0","P"
"652","21.933333",,"0","P"
"653","21.966667",,"0","P"
"654","22",,"0","P"
"655","22.033333",,"0","P"
"656","22.066667",,"0","P"
"657","22.1",,"0","P"
"658","22.133333",,"0","P"
"659","22.166667",,"0","P"
"660","22.2",,"0","P"
"661","22.233333",,"0","P"
"662","22.266667",,"0","P"
"663","22.3",,"0","P"
"664","22.333333",,"0","P"
"665","22.366667",,"0","P"
"666","22.4",,"0","P"
"667","22.433333",,"0","P"
"668","22.466667",,"0","P"
"669","22.5",,"0","P"
"670","22.533333",,"0","P"
"671","22.566667",,"0","P"
"672","22.6",,"0","P"
"673","22.633333",,"0","P"
"674","22.666667",,"0","P"
"675","22.7",,"0","P"
"676","22.733333",,"0","P"
"677","22.766667",,"0","P"
"678","22.8",,"0","P"
"679","22.833333",,"0","P"
"680","22.866667",,"0","P"
"681","22.9",,"0","P"
"682","22.933333",,"0","P"
"683","22.966667",,"0","P"
"684","23",,"0","P"
"685","23.033333",,"0","P"
"686","23.066667",,"0","P"
"687","23.1",,"0","P"
"688","23.133333",,"0","P"
"689","23.166667",,"0","P"
"690","23.2",,"0","P"
"691","23.233333",,"0","P"
"692","23.266667",,"0","P"
"693","23.3",,"0","P"
"694","23.333333",,"0","P"
"695","23.366667",,"0","P"
"696","23.4",,"0","P"
"697","23.433333",,"0","P"
"698","23.466667",,"0","P"
"699","23.5",,"0","P"
"700","23.533333",,"0","P"
"701","23.566667",,"0","P"
"702","23.6",,"0","P"
"703","23.633333",,"0","P"
"704","23.666667",,"0","P"
"705","23.7",,"0","P"
"706","23.733333",,"0","P"
"707","23.766667",,"0","P"
"708","23.8",,"0","P"
"709","23.833333",,"0","P"
"710","23.866667",,"0","P"
"711","23.9",,"0","P"
"712","23.933333",,"0","P"
"713","23.966667",,"0","P"
"714","24",,"0","P"
"715","24.033333",,"0","P"
"716","24.066667",,"0","P"
"717","24.1",,"0","P"
"718","24.133333",,"0","P"
"719","24.166667",,"0","P"
"720","24.2",,"0","P"
"721","24.233333",,"0","P"
"722","24.266667",,"0","P"
"723","24.3",,"0","P"
"724","24.333333",,"0","P"
"725","24.366667",,"0","P"
"726","24.4",,"0","P"
"727","24.433333",,"0","P"
"728","24.466667",,"0","P"
"729","24.5",,"0","P"
"730","24.533333",,"0","P"
"731","24.566667",,"0","P"
"732","24.6",,"0","P"
"733","24.633333",,"0","P"
"734","24.666667",,"0","P"
"735","24.7",,"0","P"
"736","24.733333",,"0","P"
"737","24.766667",,"0","P"
"738","24.833333",,"0","P"
"739","24.866667",,"0","P"
"740","24.9",,"0","P"
"741","24.933333",,"0","P"
"742","24.966667",,"0","P"
"743","25",,"0","P"
"744","25.033333",,"0","P"
"745","25.066667",,"0","P"
"746","25.1",,"0","P"
"747","25.133333",,"0","P"
"748","25.166667",,"0","P"
"749","25.2",,"0","P"
"750","25.233333",,"1","I"
"751","25.266667",,"0","P"
"752","25.3",,"0","P"
"753","25.333333",,"0","P"
"754","25.366667",,"0","P"
"755","25.4",,"0","P"
"756","25.433333",,"0","P"
"757","25.466667",,"0","P"
"758","25.5",,"0","P"
"759","25.533333",,"0","P"
"760","25.566667",,"0","P"
"761","25.6",,"0","P"
"762","25.633333",,"0","P"
"763","25.666667",,"0","P"
"764","25.7",,"0","P"
"765","25.733333",,"0","P"
"766","25.766667",,"0","P"
"767","25.8",,"0","P"
"768","25.833333",,"0","P"
"769","25.866667",,"0","P"
"770","25.9",,"0","P"
"771","25.933333",,"0","P"
"772","25.966667",,"0","P"
"773","26",,"0","P"
"774","26.033333",,"0","P"
"775","26.066667",,"0","P"
"776","26.1",,"0","P"
"777","26.133333",,"0","P"
"778","26.166667",,"0","P"
"779","26.2",,"0","P"
"780","26.233333",,"0","P"
"781","26.266667",,"0","P"
"782","26.3",,"0","P"
"783","26.333333",,"0","P"
"784","26.366667",,"0","P"
"785","26.4",,"0","P"
"786","26.433333",,"0","P"
"787","26.466667",,"0","P"
"788","26.5",,"0","P"
"789","26.533333",,"0","P"
"790","26.566667",,"0","P"
"791","26.6",,"0","P"
"792","26.633333",,"0","P"
"793","26.666667",,"0","P"
"794","26.7",,"0","P"
"795","26.733333",,"0","P"
"796","26.766667",,"0","P"
"797","26.8",,"0","P"
"798","26.833333",,"0","P"
"799","26.866667",,"0","P"
"800","26.9",,"0","P"
"801","26.933333",,"0","P"
"802","26.966667",,"0","P"
"803","27",,"0","P"
"804","27.033333",,"0","P"
"805","27.066667",,"0","P"
"806","27.1",,"0","P"
"807","27.133333",,"0","P"
"808","27.166667",,"0","P"
"809","27.2",,"0","P"
"810","27.233333",,"0","P"
"811","27.266667",,"0","P"
"812","27.3",,"0","P"
"813","27.333333",,"0","P"
"814","27.366667",,"0","P"
"815","27.4",,"0","P"
"816","27.433333",,"0","P"
"817","27.466667",,"0","P"
"818","27.5",,"0","P"
"819","27.533333",,"0","P"
"820","27.566667",,"0","P"
"821","27.6",,"0","P"
"822","27.633333",,"0","P"
"823","27.666667",,"0","P"
"824","27.7",,"0","P"
"825","27.733333",,"0","P"
"826","27.766667",,"0","P"
"827","27.8",,"0","P"
"828","27.833333",,"0","P"
"829","27.866667",,"0","P"
"830","27.9",,"0","P"
"831","27.933333",,"0","P"
"832","27.966667",,"0","P"
"833","28",,"0","P"
"834","28.033333",,"0","P"
"835","28.066667",,"0","P"
"836","28.1",,"0","P"
"837","28.133333",,"0","P"
"838","28.166667",,"0","P"
"839","28.2",,"0","P"
"840","28.233333",,"0","P"
"841","28.266667",,"0","P"
"842","28.3",,"0","P"
"843","28.333333",,"0","P"
"844","28.366667",,"0","P"
"845","28.4",,"0","P"
"846","28.433333",,"0","P"
"847","28.466667",,"0","P"
"848","28.5",,"0","P"
"849","28.533333",,"0","P"
"850","28.566667",,"0","P"
"851","28.6",,"0","P"
"852","28.633333",,"0","P"
"853","28.666667",,"0","P"
"854","28.7",,"0","P"
"855","28.733333",,"0","P"
"856","28.766667",,"0","P"
"857","28.8",,"0","P"
"858","28.833333",,"0","P"
"859","28.866667",,"0","P"
"860","28.9",,"0","P"
"861","28.933333",,"0","P"
"862","28.966667",,"0","P"
"863","29",,"0","P"
"864","29.033333",,"0","P"
"865","29.066667",,"0","P"
"866","29.1",,"0","P"
"867","29.133333",,"0","P"
"868","29.166667",,"0","P"
"869","29.2",,"0","P"
"870","29.233333",,"0","P"
"871","29.266667",,"0","P"
"872","29.3",,"0","P"
"873","29.333333",,"0","P"
"874","29.366667",,"0","P"
"875","29.4",,"0","P"
"876","29.433333",,"0","P"
"877","29.466667",,"0","P"
"878","29.5",,"0","P"
"879","29.533333",,"0","P"
"880","29.566667",,"0","P"
"881","29.6",,"0","P"
"882","29.633333",,"0","P"
"883","29.666667",,"0","P"
"884","29.7",,"0","P"
"885","29.733333",,"0","P"
