unityFrame,realtimeSeconds,sourceHostTicks,sentisArrivalHostTicks,ortObservedHostTicks,rowMode,selectedRowMode,workerQueueMs,ortInferenceMs,bridgeToDoneMs,sourceToOrtObservedMs,sourceToSentisArrivalMs,ortMinusSentisObservedMs,landmarkMaeRaw,landmarkMaeNormalized,landmarkMaxAbsRaw,sentisPresenceLogit,ortPresenceLogit,presenceLogitAbsDiff,sentisPresence,ortPresence,presenceAbsDiff,nativeCompleted,nativeFailures,nativeSkipped,nativeReadyReplacements
955,30.222604903741498,311395787,312176155,311667371,1,1,0.0131,22.3493,22.3718,27.1584,78.0368,0,1.4673913E-05,7.642663E-08,0.000106811523,12.2440615,12.2440453,1.62124634E-05,0.9999952,0.9999952,0,846,0,0,0
956,30.249027703741497,311554185,312440486,311921876,1,1,0.0182,23.935,23.9684,36.7691,88.6301,0,1.40152215E-05,7.29959453E-08,9.15527344E-05,12.3134527,12.3134613,8.583069E-06,0.9999955,0.9999955,0,846,0,0,0
958,30.297420403741498,312042295,312924391,312435616,1,1,4.0944,18.9593,23.0672,39.3321,88.2096,0,1.45846652E-05,7.59618E-08,0.000106811523,7.87037468,7.87037,4.76837158E-06,0.999618232,0.999618232,0,849,0,0,0
960,30.352356203741497,312510831,313473837,312921446,1,1,0.4694,25.3817,25.8636,41.0615,96.3006,0,1.441487E-05,7.50774447E-08,9.15527344E-05,7.641055,7.64104748,7.62939453E-06,0.9995199,0.9995199,0,850,0,0,0
961,30.385944903741496,312832354,313809463,313159297,1,1,0.0095,22.4645,22.4848,32.6943,97.7109,0,1.4453577E-05,7.527905E-08,0.0001373291,6.68750954,6.687509,4.76837158E-07,0.998755157,0.998755157,0,851,0,0,0
962,30.419124603741498,312996657,314141393,313471419,1,1,0.0155,24.5673,24.5972,47.4762,114.4736,0,1.56139E-05,8.132239E-08,0.000122070313,10.63376,10.6337566,3.81469727E-06,0.9999759,0.9999759,0,852,0,0,0
963,30.4439822037415,313321645,314390062,314135811,1,1,0.0151,30.581,30.6078,81.4166,106.8417,0,1.34194934E-05,6.98932E-08,0.000122070313,9.451611,9.451609,1.90734863E-06,0.999921441,0.999921441,0,854,0,0,0
964,30.472306903741497,313667851,314673626,314385363,1,1,0.0158,37.02,37.0523,71.7512,100.5775,0,1.50869346E-05,7.85777843E-08,0.000122070313,7.83530045,7.83530426,3.81469727E-06,0.999604642,0.999604642,0,855,0,0,0
966,30.522557803741496,314274104,315176034,314671478,1,1,2.0972,23.0754,25.1969,39.7374,90.193,0,1.65631118E-05,8.62662048E-08,0.000122070313,10.7729177,10.7729158,1.90734863E-06,0.999979,0.999979,0,856,0,0,0
967,30.549274403741496,314592541,315442804,314932016,1,1,0.0113,22.9616,22.9844,33.9475,85.0263,0,1.30200915E-05,6.781298E-08,9.15527344E-05,7.820717,7.820716,9.536743E-07,0.9995988,0.9995988,0,857,0,0,0
